1,cities,"АБАКАН",city--abakan,"2013-06-27 17:43:13.267002","2013-06-27 17:43:13.267002"
2,cities,"АНАДЫРЬ",city--anadyr,"2013-06-27 17:43:13.492915","2013-06-27 17:43:13.492915"
3,cities,"АНАПА",city--anapa,"2013-06-27 17:43:13.705509","2013-06-27 17:43:13.705509"
4,cities,"АРХАНГЕЛЬСК",city--arhangelsk,"2013-06-27 17:43:13.840519","2013-06-27 17:43:13.840519"
5,cities,"АСТРАХАНЬ",city--astrahan,"2013-06-27 17:43:13.975060","2013-06-27 17:43:13.975060"
6,cities,"БАЙКОНУР",city--bajkonur,"2013-06-27 17:43:14.109117","2013-06-27 17:43:14.109117"
7,cities,"БАРНАУЛ",city--barnaul,"2013-06-27 17:43:14.254550","2013-06-27 17:43:14.254550"
8,cities,"БЕЛГОРОД",city--belgorod,"2013-06-27 17:43:14.389401","2013-06-27 17:43:14.389401"
9,cities,"БИРОБИДЖАН",city--birobidzhan,"2013-06-27 17:43:14.534949","2013-06-27 17:43:14.534949"
10,cities,"БЛАГОВЕЩЕНСК",city--blagoveshhensk,"2013-06-27 17:43:14.669292","2013-06-27 17:43:14.669292"
11,cities,"БРЯНСК",city--brjansk,"2013-06-27 17:43:14.803604","2013-06-27 17:43:14.803604"
12,cities,"ВЕЛИКИЙ НОВГОРОД",city--velikij-novgorod,"2013-06-27 17:43:14.937814","2013-06-27 17:43:14.937814"
13,cities,"ВЛАДИВОСТОК",city--vladivostok,"2013-06-27 17:43:15.072176","2013-06-27 17:43:15.072176"
14,cities,"ВЛАДИКАВКАЗ",city--vladikavkaz,"2013-06-27 17:43:15.207856","2013-06-27 17:43:15.207856"
15,cities,"ВЛАДИМИР",city--vladimir,"2013-06-27 17:43:15.342115","2013-06-27 17:43:15.342115"
16,cities,"ВОЛГОГРАД",city--volgograd,"2013-06-27 17:43:15.476592","2013-06-27 17:43:15.476592"
17,cities,"ВОЛОГДА",city--vologda,"2013-06-27 17:43:15.599661","2013-06-27 17:43:15.599661"
18,cities,"ВОРКУТА",city--vorkuta,"2013-06-27 17:43:15.722851","2013-06-27 17:43:15.722851"
19,cities,"ВОРОНЕЖ",city--voronezh,"2013-06-27 17:43:15.846078","2013-06-27 17:43:15.846078"
20,cities,"ГОРНО-АЛТАЙСК",city--gorno-altajsk,"2013-06-27 17:43:15.980468","2013-06-27 17:43:15.980468"
21,cities,"ГРОЗНЫЙ",city--groznyj,"2013-06-27 17:43:16.125949","2013-06-27 17:43:16.125949"
22,cities,"ДУДИНКА",city--dudinka,"2013-06-27 17:43:16.271274","2013-06-27 17:43:16.271274"
23,cities,"ЕКАТЕРИНБУРГ",city--ekaterinburg,"2013-06-27 17:43:16.416650","2013-06-27 17:43:16.416650"
24,cities,"ЕЛИЗОВО",city--elizovo,"2013-06-27 17:43:16.562054","2013-06-27 17:43:16.562054"
25,cities,"ИВАНОВО",city--ivanovo,"2013-06-27 17:43:16.707545","2013-06-27 17:43:16.707545"
26,cities,"ИЖЕВСК",city--izhevsk,"2013-06-27 17:43:16.854298","2013-06-27 17:43:16.854298"
27,cities,"ИРКУТСК",city--irkutsk,"2013-06-27 17:43:16.999844","2013-06-27 17:43:16.999844"
28,cities,"ЙОШКАР-ОЛА",city--ioshkar-ola,"2013-06-27 17:43:17.145608","2013-06-27 17:43:17.145608"
29,cities,"КАЗАНЬ",city--kazan,"2013-06-27 17:43:17.290907","2013-06-27 17:43:17.290907"
30,cities,"КАЛИНИНГРАД",city--kaliningrad,"2013-06-27 17:43:17.436400","2013-06-27 17:43:17.436400"
31,cities,"КАЛУГА",city--kaluga,"2013-06-27 17:43:17.581786","2013-06-27 17:43:17.581786"
32,cities,"КЕМЕРОВО",city--kemerovo,"2013-06-27 17:43:17.727269","2013-06-27 17:43:17.727269"
33,cities,"КИРОВ",city--kirov,"2013-06-27 17:43:17.872722","2013-06-27 17:43:17.872722"
34,cities,"КОСТОМУКША",city--kostomuksha,"2013-06-27 17:43:18.018107","2013-06-27 17:43:18.018107"
35,cities,"КОСТРОМА",city--kostroma,"2013-06-27 17:43:18.163506","2013-06-27 17:43:18.163506"
36,cities,"КРАСНОДАР",city--krasnodar,"2013-06-27 17:43:18.308943","2013-06-27 17:43:18.308943"
37,cities,"КРАСНОЯРСК",city--krasnojarsk,"2013-06-27 17:43:18.444655","2013-06-27 17:43:18.444655"
38,cities,"КУРГАН",city--kurgan,"2013-06-27 17:43:18.579070","2013-06-27 17:43:18.579070"
39,cities,"КУРСК",city--kursk,"2013-06-27 17:43:18.735476","2013-06-27 17:43:18.735476"
40,cities,"КЫЗЫЛ",city--kyzyl,"2013-06-27 17:43:18.880843","2013-06-27 17:43:18.880843"
41,cities,"ЛИПЕЦК",city--lipeck,"2013-06-27 17:43:19.026260","2013-06-27 17:43:19.026260"
42,cities,"МАГАДАН",city--magadan,"2013-06-27 17:43:19.171801","2013-06-27 17:43:19.171801"
43,cities,"МАГНИТОГОРСК",city--magnitogorsk,"2013-06-27 17:43:19.317146","2013-06-27 17:43:19.317146"
44,cities,"МАЙКОП",city--majkop,"2013-06-27 17:43:19.462546","2013-06-27 17:43:19.462546"
45,cities,"МАХАЧКАЛА",city--mahachkala,"2013-06-27 17:43:19.608174","2013-06-27 17:43:19.608174"
46,cities,"МИНЕРАЛЬНЫЕ ВОДЫ",city--mineralnye-vody,"2013-06-27 17:43:19.753473","2013-06-27 17:43:19.753473"
47,cities,"МИРНЫЙ",city--mirnyj,"2013-06-27 17:43:19.898812","2013-06-27 17:43:19.898812"
48,cities,"МОСКВА",city--moskva,"2013-06-27 17:43:20.034522","2013-06-27 17:43:20.034522"
49,cities,"МУРМАНСК",city--murmansk,"2013-06-27 17:43:20.179945","2013-06-27 17:43:20.179945"
50,cities,"МЫТИЩИ",city--mytishhi,"2013-06-27 17:43:20.325358","2013-06-27 17:43:20.325358"
51,cities,"НАБЕРЕЖНЫЕ ЧЕЛНЫ",city--naberezhnye-chelny,"2013-06-27 17:43:20.470847","2013-06-27 17:43:20.470847"
52,cities,"НАДЫМ",city--nadym,"2013-06-27 17:43:20.616233","2013-06-27 17:43:20.616233"
53,cities,"НАЗРАНЬ",city--nazran,"2013-06-27 17:43:20.761682","2013-06-27 17:43:20.761682"
54,cities,"НАЛЬЧИК",city--nalchik,"2013-06-27 17:43:20.907104","2013-06-27 17:43:20.907104"
55,cities,"НАРЬЯН-МАР",city--narjan-mar,"2013-06-27 17:43:21.052693","2013-06-27 17:43:21.052693"
56,cities,"НЕРЮНГРИ",city--nerjungri,"2013-06-27 17:43:21.197952","2013-06-27 17:43:21.197952"
57,cities,"НЕФТЕЮГАНСК",city--neftejugansk,"2013-06-27 17:43:21.343334","2013-06-27 17:43:21.343334"
58,cities,"НИЖНЕВАРТОВСК",city--nizhnevartovsk,"2013-06-27 17:43:21.477721","2013-06-27 17:43:21.477721"
59,cities,"НИЖНИЙ НОВГОРОД",city--nizhnij-novgorod,"2013-06-27 17:43:21.613362","2013-06-27 17:43:21.613362"
60,cities,"НОВОКУЗНЕЦК",city--novokuzneck,"2013-06-27 17:43:21.758931","2013-06-27 17:43:21.758931"
61,cities,"НОВОРОССИЙСК",city--novorossijsk,"2013-06-27 17:43:21.904252","2013-06-27 17:43:21.904252"
62,cities,"НОВОСИБИРСК",city--novosibirsk,"2013-06-27 17:43:22.049691","2013-06-27 17:43:22.049691"
63,cities,"НОВЫЙ УРЕНГОЙ",city--novyj-urengoj,"2013-06-27 17:43:22.195185","2013-06-27 17:43:22.195185"
64,cities,"НОРИЛЬСК",city--norilsk,"2013-06-27 17:43:22.340480","2013-06-27 17:43:22.340480"
65,cities,"НОЯБРЬСК",city--nojabrsk,"2013-06-27 17:43:22.486093","2013-06-27 17:43:22.486093"
66,cities,"ОМСК",city--omsk,"2013-06-27 17:43:22.675826","2013-06-27 17:43:22.675826"
67,cities,"ОРЁЛ",city--orel,"2013-06-27 17:43:22.821331","2013-06-27 17:43:22.821331"
68,cities,"ОРЕНБУРГ",city--orenburg,"2013-06-27 17:43:22.955570","2013-06-27 17:43:22.955570"
69,cities,"ПЕНЗА",city--penza,"2013-06-27 17:43:23.134326","2013-06-27 17:43:23.134326"
70,cities,"ПЕРМЬ",city--perm,"2013-06-27 17:43:23.279803","2013-06-27 17:43:23.279803"
71,cities,"ПЕТРОЗАВОДСК",city--petrozavodsk,"2013-06-27 17:43:23.448857","2013-06-27 17:43:23.448857"
72,cities,"ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ",city--petropavlovsk-kamchatskij,"2013-06-27 17:43:23.594468","2013-06-27 17:43:23.594468"
73,cities,"ПСКОВ",city--pskov,"2013-06-27 17:43:23.739775","2013-06-27 17:43:23.739775"
74,cities,"РОСТОВ-НА-ДОНУ",city--rostov-na-donu,"2013-06-27 17:43:23.885186","2013-06-27 17:43:23.885186"
75,cities,"РЯЗАНЬ",city--rjazan,"2013-06-27 17:43:24.030690","2013-06-27 17:43:24.030690"
76,cities,"САЛЕХАРД",city--salehard,"2013-06-27 17:43:24.176011","2013-06-27 17:43:24.176011"
77,cities,"САМАРА",city--samara,"2013-06-27 17:43:24.343706","2013-06-27 17:43:24.343706"
78,cities,"САНКТ-ПЕТЕРБУРГ",city--sankt-peterburg,"2013-06-27 17:43:24.489297","2013-06-27 17:43:24.489297"
79,cities,"САРАНСК",city--saransk,"2013-06-27 17:43:24.634655","2013-06-27 17:43:24.634655"
80,cities,"САРАТОВ",city--saratov,"2013-06-27 17:43:24.780159","2013-06-27 17:43:24.780159"
81,cities,"СМОЛЕНСК",city--smolensk,"2013-06-27 17:43:24.925706","2013-06-27 17:43:24.925706"
82,cities,"СОЧИ",city--sochi,"2013-06-27 17:43:25.072489","2013-06-27 17:43:25.072489"
83,cities,"СТАВРОПОЛЬ",city--stavropol,"2013-06-27 17:43:25.217895","2013-06-27 17:43:25.217895"
84,cities,"СТРЕЖЕВОЙ",city--strezhevoj,"2013-06-27 17:43:25.363380","2013-06-27 17:43:25.363380"
85,cities,"СУРГУТ",city--surgut,"2013-06-27 17:43:25.508772","2013-06-27 17:43:25.508772"
86,cities,"СЫКТЫВКАР",city--syktyvkar,"2013-06-27 17:43:25.654268","2013-06-27 17:43:25.654268"
87,cities,"ТАМБОВ",city--tambov,"2013-06-27 17:43:25.810771","2013-06-27 17:43:25.810771"
88,cities,"ТВЕРЬ",city--tver,"2013-06-27 17:43:25.978458","2013-06-27 17:43:25.978458"
89,cities,"ТОЛЬЯТТИ",city--toljatti,"2013-06-27 17:43:26.123854","2013-06-27 17:43:26.123854"
90,cities,"ТОМСК",city--tomsk,"2013-06-27 17:43:26.280449","2013-06-27 17:43:26.280449"
91,cities,"ТУЛА",city--tula,"2013-06-27 17:43:26.425778","2013-06-27 17:43:26.425778"
92,cities,"ТЫНДА",city--tynda,"2013-06-27 17:43:26.571250","2013-06-27 17:43:26.571250"
93,cities,"ТЮМЕНЬ",city--tjumen,"2013-06-27 17:43:26.718178","2013-06-27 17:43:26.718178"
94,cities,"УЛАН-УДЭ",city--ulan-udje,"2013-06-27 17:43:26.863638","2013-06-27 17:43:26.863638"
95,cities,"УЛЬЯНОВСК",city--uljanovsk,"2013-06-27 17:43:27.009031","2013-06-27 17:43:27.009031"
96,cities,"УСИНСК",city--usinsk,"2013-06-27 17:43:27.154475","2013-06-27 17:43:27.154475"
97,cities,"УФА",city--ufa,"2013-06-27 17:43:27.311057","2013-06-27 17:43:27.311057"
98,cities,"УХТА",city--uhta,"2013-06-27 17:43:27.478942","2013-06-27 17:43:27.478942"
99,cities,"ХАБАРОВСК",city--khabarovsk,"2013-06-27 17:43:27.624186","2013-06-27 17:43:27.624186"
100,cities,"ХАНТЫ-МАНСИЙСК",city--khanty-mansijsk,"2013-06-27 17:43:27.769601","2013-06-27 17:43:27.769601"
101,cities,"ХОЛМСК",city--kholmsk,"2013-06-27 17:43:27.915039","2013-06-27 17:43:27.915039"
102,cities,"ЧЕБОКСАРЫ",city--cheboksary,"2013-06-27 17:43:28.060519","2013-06-27 17:43:28.060519"
103,cities,"ЧЕЛЯБИНСК",city--cheljabinsk,"2013-06-27 17:43:28.205809","2013-06-27 17:43:28.205809"
104,cities,"ЧЕРЕПОВЕЦ",city--cherepovec,"2013-06-27 17:43:28.352792","2013-06-27 17:43:28.352792"
105,cities,"ЧЕРКЕССК",city--cherkessk,"2013-06-27 17:43:28.498202","2013-06-27 17:43:28.498202"
106,cities,"ЧИТА",city--chita,"2013-06-27 17:43:28.654739","2013-06-27 17:43:28.654739"
107,cities,"ЭЛИСТА",city--elista,"2013-06-27 17:43:28.822342","2013-06-27 17:43:28.822342"
108,cities,"ЮЖНО-САХАЛИНСК",city--yuzhno-sahalinsk,"2013-06-27 17:43:28.990086","2013-06-27 17:43:28.990086"
109,cities,"ЯКУТСК",city--yakutsk,"2013-06-27 17:43:29.157756","2013-06-27 17:43:29.157756"
110,cities,"ЯРОСЛАВЛЬ",city--yaroslavl,"2013-06-27 17:43:29.303110","2013-06-27 17:43:29.303110"
111,regions,"АДЫГЕЯ РЕСПУБЛИКА",region--respublika-adygeja,"2013-06-27 17:43:29.448681","2013-06-27 17:43:29.448681"
112,regions,"АЛТАЙ РЕСПУБЛИКА",region--respublika-altaj,"2013-06-27 17:43:29.594461","2013-06-27 17:43:29.594461"
113,regions,"АЛТАЙСКИЙ КРАЙ",region--altajskij-kraj,"2013-06-27 17:43:29.739968","2013-06-27 17:43:29.739968"
114,regions,"АМУРСКАЯ ОБЛАСТЬ",region--amurskaja-oblast,"2013-06-27 17:43:29.885650","2013-06-27 17:43:29.885650"
115,regions,"АРХАНГЕЛЬСКАЯ ОБЛАСТЬ",region--arhangelskaja-oblast,"2013-06-27 17:43:30.032268","2013-06-27 17:43:30.032268"
116,regions,"АСТРАХАНСКАЯ ОБЛАСТЬ",region--astrahanskaja-oblast,"2013-06-27 17:43:30.199933","2013-06-27 17:43:30.199933"
117,regions,"БАШКОРТОСТАН РЕСПУБЛИКА",region--respublika-bashkortostan,"2013-06-27 17:43:30.389738","2013-06-27 17:43:30.389738"
118,regions,"БЕЛГОРОДСКАЯ ОБЛАСТЬ",region--belgorodskaja-oblast,"2013-06-27 17:43:30.613059","2013-06-27 17:43:30.613059"
119,regions,"БРЯНСКАЯ ОБЛАСТЬ",region--brjanskaja-oblast,"2013-06-27 17:43:30.769698","2013-06-27 17:43:30.769698"
120,regions,"БУРЯТИЯ РЕСПУБЛИКА",region--respublika-burjatija,"2013-06-27 17:43:30.926283","2013-06-27 17:43:30.926283"
121,regions,"ВЛАДИМИРСКАЯ ОБЛАСТЬ",region--vladimirskaja-oblast,"2013-06-27 17:43:31.071661","2013-06-27 17:43:31.071661"
122,regions,"ВОЛГОГРАДСКАЯ ОБЛАСТЬ",region--volgogradskaja-oblast,"2013-06-27 17:43:31.217108","2013-06-27 17:43:31.217108"
123,regions,"ВОЛОГОДСКАЯ ОБЛАСТЬ",region--vologodskaja-oblast,"2013-06-27 17:43:31.362483","2013-06-27 17:43:31.362483"
124,regions,"ВОРОНЕЖСКАЯ ОБЛАСТЬ",region--voronezhskaja-oblast,"2013-06-27 17:43:31.507963","2013-06-27 17:43:31.507963"
125,regions,"ДАГЕСТАН РЕСПУБЛИКА",region--respublika-dagestan,"2013-06-27 17:43:31.653318","2013-06-27 17:43:31.653318"
126,regions,"ЕВРЕЙСКАЯ АВТОНОМНАЯ ОБЛАСТЬ",region--evrejskaja-ao,"2013-06-27 17:43:31.800070","2013-06-27 17:43:31.800070"
127,regions,"ЗАБАЙКАЛЬСКИЙ КРАЙ",region--zabajkalskij-kraj,"2013-06-27 17:43:31.945589","2013-06-27 17:43:31.945589"
128,regions,"ИВАНОВСКАЯ ОБЛАСТЬ",region--ivanovskaja-oblast,"2013-06-27 17:43:32.113277","2013-06-27 17:43:32.113277"
129,regions,"ИНГУШЕТИЯ РЕСПУБЛИКА",region--respublika-ingushetija,"2013-06-27 17:43:32.258726","2013-06-27 17:43:32.258726"
130,regions,"ИРКУТСКАЯ ОБЛАСТЬ",region--irkutskaja-oblast,"2013-06-27 17:43:32.404361","2013-06-27 17:43:32.404361"
131,regions,"КАБАРДИНО-БАЛКАРСКАЯ РЕСПУБЛИКА",region--kabardino-balkarskaja-respublika,"2013-06-27 17:43:32.549867","2013-06-27 17:43:32.549867"
132,regions,"КАЛИНИНГРАДСКАЯ ОБЛАСТЬ",region--kaliningradskaja-oblast,"2013-06-27 17:43:32.695267","2013-06-27 17:43:32.695267"
133,regions,"КАЛМЫКИЯ РЕСПУБЛИКА",region--respublika-kalmykija,"2013-06-27 17:43:32.840689","2013-06-27 17:43:32.840689"
134,regions,"КАЛУЖСКАЯ ОБЛАСТЬ",region--kaluzhskaja-oblast,"2013-06-27 17:43:32.986242","2013-06-27 17:43:32.986242"
135,regions,"КАМЧАТСКИЙ КРАЙ",region--kamchatskij-kraj,"2013-06-27 17:43:33.131504","2013-06-27 17:43:33.131504"
136,regions,"КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА",region--karachaevo-cherkesskaja-respublika,"2013-06-27 17:43:33.276945","2013-06-27 17:43:33.276945"
137,regions,"КАРЕЛИЯ РЕСПУБЛИКА",region--respublika-karelija,"2013-06-27 17:43:33.446023","2013-06-27 17:43:33.446023"
138,regions,"КЕМЕРОВСКАЯ ОБЛАСТЬ",region--kemerovskaja-oblast,"2013-06-27 17:43:33.602731","2013-06-27 17:43:33.602731"
139,regions,"КИРОВСКАЯ ОБЛАСТЬ",region--kirovskaja-oblast,"2013-06-27 17:43:33.815032","2013-06-27 17:43:33.815032"
140,regions,"КОМИ РЕСПУБЛИКА",region--respublika-komi,"2013-06-27 17:43:33.960326","2013-06-27 17:43:33.960326"
141,regions,"КОСТРОМСКАЯ ОБЛАСТЬ",region--kostromskaja-oblast,"2013-06-27 17:43:34.105720","2013-06-27 17:43:34.105720"
142,regions,"КРАСНОДАРСКИЙ КРАЙ",region--krasnodarskij-kraj,"2013-06-27 17:43:34.251028","2013-06-27 17:43:34.251028"
143,regions,"КРАСНОЯРСКИЙ КРАЙ",region--krasnojarskij-kraj,"2013-06-27 17:43:34.396471","2013-06-27 17:43:34.396471"
144,regions,"КУРГАНСКАЯ ОБЛАСТЬ",region--kurganskaja-oblast,"2013-06-27 17:43:34.541952","2013-06-27 17:43:34.541952"
145,regions,"КУРСКАЯ ОБЛАСТЬ",region--kurskaja-oblast,"2013-06-27 17:43:34.687391","2013-06-27 17:43:34.687391"
146,regions,"ЛЕНИНГРАДСКАЯ ОБЛАСТЬ",region--leningradskaja-oblast,"2013-06-27 17:43:34.832758","2013-06-27 17:43:34.832758"
147,regions,"ЛИПЕЦКАЯ ОБЛАСТЬ",region--lipeckaja-oblast,"2013-06-27 17:43:34.991941","2013-06-27 17:43:34.991941"
148,regions,"МАГАДАНСКАЯ ОБЛАСТЬ",region--magadanskaja-oblast,"2013-06-27 17:43:35.136274","2013-06-27 17:43:35.136274"
149,regions,"МАРИЙ ЭЛ РЕСПУБЛИКА",region--respublika-marij-el,"2013-06-27 17:43:35.292886","2013-06-27 17:43:35.292886"
150,regions,"МОРДОВИЯ РЕСПУБЛИКА",region--respublika-mordovija,"2013-06-27 17:43:35.449291","2013-06-27 17:43:35.449291"
151,regions,"МОСКОВСКАЯ ОБЛАСТЬ",region--moskovskaja-oblast,"2013-06-27 17:43:35.605958","2013-06-27 17:43:35.605958"
152,regions,"МУРМАНСКАЯ ОБЛАСТЬ",region--murmanskaja-oblast,"2013-06-27 17:43:35.751540","2013-06-27 17:43:35.751540"
153,regions,"НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ",region--neneckij-ao,"2013-06-27 17:43:35.897027","2013-06-27 17:43:35.897027"
154,regions,"НИЖЕГОРОДСКАЯ ОБЛАСТЬ",region--nizhegorodskaja-oblast,"2013-06-27 17:43:36.042504","2013-06-27 17:43:36.042504"
155,regions,"НОВГОРОДСКАЯ ОБЛАСТЬ",region--novgorodskaja-oblast,"2013-06-27 17:43:36.199150","2013-06-27 17:43:36.199150"
156,regions,"НОВОСИБИРСКАЯ ОБЛАСТЬ",region--novosibirskaja-oblast,"2013-06-27 17:43:36.355702","2013-06-27 17:43:36.355702"
157,regions,"ОМСКАЯ ОБЛАСТЬ",region--omskaja-oblast,"2013-06-27 17:43:36.560063","2013-06-27 17:43:36.560063"
158,regions,"ОРЕНБУРГСКАЯ ОБЛАСТЬ",region--orenburgskaja-oblast,"2013-06-27 17:43:36.849252","2013-06-27 17:43:36.849252"
159,regions,"ОРЛОВСКАЯ ОБЛАСТЬ",region--orlovskaja-oblast,"2013-06-27 17:43:37.048493","2013-06-27 17:43:37.048493"
160,regions,"ПЕНЗЕНСКАЯ ОБЛАСТЬ",region--penzenskaja-oblast,"2013-06-27 17:43:37.195737","2013-06-27 17:43:37.195737"
161,regions,"ПЕРМСКИЙ КРАЙ",region--permskij-kraj,"2013-06-27 17:43:37.363166","2013-06-27 17:43:37.363166"
162,regions,"ПРИМОРСКИЙ КРАЙ",region--primorskij-kraj,"2013-06-27 17:43:37.508871","2013-06-27 17:43:37.508871"
163,regions,"ПСКОВСКАЯ ОБЛАСТЬ",region--pskovskaja-oblast,"2013-06-27 17:43:37.654312","2013-06-27 17:43:37.654312"
164,regions,"РОСТОВСКАЯ ОБЛАСТЬ",region--rostovskaja-oblast,"2013-06-27 17:43:37.799704","2013-06-27 17:43:37.799704"
165,regions,"РЯЗАНСКАЯ ОБЛАСТЬ",region--rjazanskaja-oblast,"2013-06-27 17:43:37.922872","2013-06-27 17:43:37.922872"
166,regions,"САМАРСКАЯ ОБЛАСТЬ",region--samarskaja-oblast,"2013-06-27 17:43:38.068326","2013-06-27 17:43:38.068326"
167,regions,"САРАТОВСКАЯ ОБЛАСТЬ",region--saratovskaja-oblast,"2013-06-27 17:43:38.247186","2013-06-27 17:43:38.247186"
168,regions,"САХА (ЯКУТИЯ) РЕСПУБЛИКА",region--respublika-saha-yakutija,"2013-06-27 17:43:38.403662","2013-06-27 17:43:38.403662"
169,regions,"САХАЛИНСКАЯ ОБЛАСТЬ",region--sahalinskaja-oblast,"2013-06-27 17:43:38.561599","2013-06-27 17:43:38.561599"
170,regions,"СВЕРДЛОВСКАЯ ОБЛАСТЬ",region--sverdlovskaja-oblast,"2013-06-27 17:43:38.707059","2013-06-27 17:43:38.707059"
171,regions,"СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ РЕСПУБЛИКА",region--respublika-sev.osetija-alanija,"2013-06-27 17:43:38.852509","2013-06-27 17:43:38.852509"
172,regions,"СМОЛЕНСКАЯ ОБЛАСТЬ",region--smolenskaja-oblast,"2013-06-27 17:43:38.998060","2013-06-27 17:43:38.998060"
173,regions,"СТАВРОПОЛЬСКИЙ КРАЙ",region--stavropolskij-kraj,"2013-06-27 17:43:39.143386","2013-06-27 17:43:39.143386"
174,regions,"ТАМБОВСКАЯ ОБЛАСТЬ",region--tambovskaja-oblast,"2013-06-27 17:43:39.311109","2013-06-27 17:43:39.311109"
175,regions,"ТАТАРСТАН РЕСПУБЛИКА",region--respublika-tatarstan,"2013-06-27 17:43:39.678814","2013-06-27 17:43:39.678814"
176,regions,"ТВЕРСКАЯ ОБЛАСТЬ",region--tverskaja-oblast,"2013-06-27 17:43:39.869402","2013-06-27 17:43:39.869402"
177,regions,"ТОМСКАЯ ОБЛАСТЬ",region--tomskaja-oblast,"2013-06-27 17:43:40.037147","2013-06-27 17:43:40.037147"
178,regions,"ТУЛЬСКАЯ ОБЛАСТЬ",region--tulskaja-oblast,"2013-06-27 17:43:40.182413","2013-06-27 17:43:40.182413"
179,regions,"ТЫВА РЕСПУБЛИКА",region--respublika-tyva,"2013-06-27 17:43:40.329393","2013-06-27 17:43:40.329393"
180,regions,"ТЮМЕНСКАЯ ОБЛАСТЬ",region--tjumenskaja-oblast,"2013-06-27 17:43:40.474835","2013-06-27 17:43:40.474835"
181,regions,"УДМУРТСКАЯ РЕСПУБЛИКА",region--udmurtskaja-respublika,"2013-06-27 17:43:40.620313","2013-06-27 17:43:40.620313"
182,regions,"УЛЬЯНОВСКАЯ ОБЛАСТЬ",region--uljanovskaja-oblast,"2013-06-27 17:43:40.754697","2013-06-27 17:43:40.754697"
183,regions,"ХАБАРОВСКИЙ КРАЙ",region--khabarovskij-kraj,"2013-06-27 17:43:40.877930","2013-06-27 17:43:40.877930"
184,regions,"ХАКАСИЯ РЕСПУБЛИКА",region--respublika-khakasija,"2013-06-27 17:43:41.012323","2013-06-27 17:43:41.012323"
185,regions,"ХАНТЫ-МАНСИЙСКИЙ-ЮГРА АВТОНОМНЫЙ ОКРУГ",region--khanty-mansijskij-ao,"2013-06-27 17:43:41.157611","2013-06-27 17:43:41.157611"
186,regions,"ЧЕЛЯБИНСКАЯ ОБЛАСТЬ",region--cheljabinskaja-oblast,"2013-06-27 17:43:41.347654","2013-06-27 17:43:41.347654"
187,regions,"ЧЕЧЕНСКАЯ РЕСПУБЛИКА",region--chechenskaya-respublika,"2013-06-27 17:43:41.504427","2013-06-27 17:43:41.504427"
188,regions,"ЧУВАШСКАЯ РЕСПУБЛИКА",region--chuvashskaja-respublika,"2013-06-27 17:43:41.660913","2013-06-27 17:43:41.660913"
189,regions,"ЧУКОТСКИЙ АВТОНОМНЫЙ ОКРУГ",region--chukotskij-ao,"2013-06-27 17:43:41.833038","2013-06-27 17:43:41.833038"
190,regions,"ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ",region--yamalo-neneckij-ao,"2013-06-27 17:43:42.053568","2013-06-27 17:43:42.053568"
191,regions,"ЯРОСЛАВСКАЯ ОБЛАСТЬ",region--yaroslavskaja-oblast,"2013-06-27 17:43:42.198975","2013-06-27 17:43:42.198975"
192,regions,"КАЗАХСТАН",region--kazahstan,"2013-06-27 17:43:42.333293","2013-06-27 17:43:42.333293"
193,regions,"ТАЙМЫРСКИЙ ДОЛГАНО-НЕНЕЦКИЙ РАЙОН",region--tajmyrskij-ao,"2013-06-27 17:43:42.478888","2013-06-27 17:43:42.478888"
